Complaint ID	Date Sumbited	Product	Sub-product	Issue	Sub-issue	Company public response	Company	State	ZIP code	Tags	Consumer consent provided?	Submitted via	Date Received	Company response to consumer	Timely response?	Consumer disputed?
111637400%	14-11-2014	Bank account or service	Other bank product/service	Deposits and withdrawals	""""""		Cumulus Financial	FL	3316500%		N/A	Phone	19-11-2014	Closed with explanation	Yes	No
2157200%	4109200%	Credit card	""""""	Credit card protection / Debt protection	""""""		Cumulus Financial	CO	8022100%		N/A	Referral	4112300%	Closed without relief	Yes	No
280669000%	4328300%	Mortgage	Other type of mortgage	Trouble during payment process	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	TN	3857200%		N/A	Referral	4328300%	Closed with non-monetary relief	Yes	N/A
281430900%	15-02-2018	Checking or savings account	Checking account	Problem caused by your funds being low	Non-sufficient funds and associated fees	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				N/A	Phone	15-02-2018	Closed with explanation	Yes	N/A
281532900%	15-02-2018	Credit card or prepaid card	Store credit card	Incorrect information on your report	Account status incorrect	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	GA	3029400%		N/A	Postal mail	21-02-2018	Closed with explanation	Yes	N/A
31276700%	4158000%	Bank account or service	Other bank product/service	Deposits and withdrawals	""""""		Cumulus Financial	FL	339XX		N/A	Referral	4161000%	Closed with explanation	Yes	Yes
283304900%	4322300%	Credit card or prepaid card	General-purpose credit card or charge card	Incorrect information on your report	Information belongs to someone else		Cumulus Financial	CA	900XX		Consent provided	Web	4322300%	Closed with explanation	Yes	N/A
284794100%	19-03-2018	Checking or savings account	Savings account	Managing an account	Problem using a debit or ATM card	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	NJ	087XX		Other	Web	19-03-2018	Closed with explanation	Yes	N/A
36811800%	28-03-2013	Student loan	Non-federal student loan	Repaying your loan			Cumulus Financial	PA	1615700%		N/A	Referral	29-03-2013	Closed with explanation	Yes	No
281610000%	15-02-2018	Checking or savings account	Other banking product or service	Managing an account	Deposits and withdrawals	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	NY	1154500%		N/A	Postal mail	15-02-2018	Closed with explanation	Yes	N/A
6986200%	27-12-2011	Credit card	""""""	Identity theft / Fraud / Embezzlement	""""""		Cumulus Financial	FL	3349600%		N/A	Referral	27-12-2011	Closed with relief	Yes	No
242237400%	4289000%	Credit card	""""""	Cash advance fee	""""""		Cumulus Financial	CA	9283100%		Consent provided	Web	4289000%	Closed with explanation	Yes	Yes
293594400%	4344000%	Checking or savings account	Other banking product or service	Managing an account	Fee problem		Cumulus Financial	OR	9730400%		N/A	Referral	14-06-2018	Closed with explanation	Yes	N/A
283072600%	4313400%	Checking or savings account	Checking account	Managing an account	Problem using a debit or ATM card	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	TX	770XX		Consent provided	Web	4313400%	Closed with explanation	Yes	N/A
283075300%	4313400%	Debt collection	Medical debt	Attempts to collect debt not owed	Debt was paid	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	OH	4431900%		N/A	Phone	4313400%	Closed with non-monetary relief	Yes	N/A
281487700%	13-02-2018	Checking or savings account	Checking account	Opening an account	Didn't receive terms that were advertised		Cumulus Financial	CA	9081300%		N/A	Referral	15-02-2018	Closed with explanation	Yes	N/A
281338300%	14-02-2018	Checking or savings account	Checking account	Closing an account	Company closed your account		Cumulus Financial	PR	96600%	Older American	Consent not provided	Web	14-02-2018	Closed with explanation	Yes	N/A
283300700%	4322300%	Checking or savings account	Checking account	Managing an account	Problem using a debit or ATM card		Cumulus Financial	NY	1046300%		N/A	Referral	4322300%	Closed with monetary relief	Yes	N/A
45293900%	4152400%	Bank account or service	Checking account	Using a debit or ATM card	""""""		Cumulus Financial	NY	1003200%		N/A	Referral	4161500%	Closed with monetary relief	Yes	No
17775400%	24-10-2012	Student loan	Non-federal student loan	Problems when you are unable to pay			Cumulus Financial	IL	6054300%		N/A	Web	25-10-2012	Closed with explanation	Yes	No
281621900%	15-02-2018	Mortgage	Other type of mortgage	Trouble during payment process	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	MD	2081500%		N/A	Postal mail	15-02-2018	Closed with explanation	Yes	N/A
93453200%	4198000%	Debt collection	I do not know	Taking/threatening an illegal action	Threatened to sue on too old debt		Cumulus Financial	OK	7313500%	Service Member	N/A	Web	17-07-2014	Closed with explanation	Yes	No
283476800%	4322300%	Checking or savings account	Checking account	Managing an account	Deposits and withdrawals	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	AZ	8632600%		N/A	Referral	4325400%	Closed with non-monetary relief	Yes	N/A
283157600%	4313400%	Checking or savings account	Other banking product or service	Managing an account	Banking errors	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	NC	2810500%	Service Member	N/A	Phone	4313400%	Closed with monetary relief	Yes	N/A
52137800%	4155600%	Credit card	""""""	Closing/Cancelling account	""""""		Cumulus Financial	MN	559XX		N/A	Web	4155600%	Closed with explanation	Yes	No
283101600%	4313400%	Debt collection	Credit card debt	Written notification about debt	Didn't receive notice of right to dispute	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	AL	362XX	Service Member	Consent not provided	Web	4313400%	Closed with explanation	Yes	N/A
281710200%	16-02-2018	Mortgage	FHA mortgage	Improper use of your report	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	922XX		Consent provided	Web	16-02-2018	Closed with explanation	Yes	N/A
266986200%	4307800%	Credit card or prepaid card	General-purpose credit card or charge card	Problem with a purchase shown on your statement	Credit card company isn't resolving a dispute about a purchase on your statement		Cumulus Financial	AZ	8571300%		Consent not provided	Web	4307800%	Closed with monetary relief	Yes	N/A
281980400%	16-02-2018	Checking or savings account	Checking account	Managing an account	Deposits and withdrawals	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CO	8050400%		N/A	Referral	20-02-2018	Closed with explanation	Yes	N/A
16820100%	4119200%	Bank account or service	Checking account	Using a debit or ATM card	""""""		Cumulus Financial	CA	935XX		N/A	Web	4125300%	Closed with explanation	Yes	Yes
283375000%	4313400%	Checking or savings account	Checking account	Managing an account	Problem making or receiving payments	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	OR	9743900%		N/A	Referral	4322300%	Closed with explanation	Yes	N/A
6047400%	18-04-2012	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	OH	4464600%		N/A	Referral	18-04-2012	Closed with relief	Yes	No
11067300%	30-06-2012	Bank account or service	Checking account	Using a debit or ATM card	""""""		Cumulus Financial	NY	1001100%		N/A	Web	4097500%	Closed with explanation	Yes	Yes
280292700%	4316100%	Checking or savings account	Checking account	Managing an account	Banking errors		Cumulus Financial	NY	1002400%	Older American	Consent not provided	Web	4316100%	Closed with explanation	Yes	N/A
280442400%	4325300%	Mortgage	Conventional home mortgage	Struggling to pay mortgage	""""""		Cumulus Financial	FL	3285700%		Consent not provided	Web	4325300%	Closed with explanation	Yes	N/A
257338000%	4307600%	Checking or savings account	Other banking product or service	Managing an account	Deposits and withdrawals		Cumulus Financial	AZ	8503200%		N/A	Referral	13-07-2017	Closed with explanation	Yes	N/A
271975200%	4280500%	Credit card or prepaid card	General-purpose credit card or charge card	Getting a credit card	Card opened as result of identity theft or fraud	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	MD	2112000%		N/A	Fax	4280500%	Closed with monetary relief	Yes	N/A
117022200%	24-12-2014	Credit card	""""""	Late fee	""""""		Cumulus Financial	OH	4412900%		N/A	Web	24-12-2014	Closed with monetary relief	Yes	No
10189700%	15-06-2012	Student loan	Non-federal student loan	Getting a loan			Cumulus Financial	NJ	741000%		N/A	Web	15-06-2012	Closed with explanation	Yes	No
13630500%	15-08-2012	Credit card	""""""	Balance transfer fee	""""""		Cumulus Financial	CA	9006900%		N/A	Web	16-08-2012	Closed with monetary relief	Yes	No
283213800%	4316200%	Checking or savings account	Checking account	Problem with a lender or other company charging your account	Transaction was not authorized		Cumulus Financial	OK	731XX	Service Member	Consent provided	Web	4316200%	Closed with monetary relief	Yes	N/A
283198700%	4316200%	Debt collection	Credit card debt	Attempts to collect debt not owed	Debt was result of identity theft	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	MN	5630300%	Older American	Consent not provided	Web	4316200%	Closed with non-monetary relief	Yes	N/A
179122500%	17-02-2016	Credit card	""""""	Identity theft / Fraud / Embezzlement	""""""		Cumulus Financial	FL	3343300%	Older American	N/A	Phone	18-02-2016	Closed with explanation	Yes	No
239350800%	18-03-2017	Bank account or service	Checking account	Deposits and withdrawals	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	AL	3580300%		Consent not provided	Web	18-03-2017	Closed with explanation	No	No
280397700%	4322200%	Checking or savings account	Checking account	Problem with a lender or other company charging your account	Transaction was not authorized		Cumulus Financial				N/A	Fax	4322200%	Closed with explanation	Yes	N/A
280627700%	4328300%	Debt collection	Other debt	Communication tactics	Frequent or repeated calls	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	NY	1141300%		N/A	Referral	4334500%	Closed with explanation	Yes	N/A
238822600%	15-03-2017	Credit card	""""""	Unsolicited issuance of credit card	""""""		Cumulus Financial	NC	282XX		Consent provided	Web	15-03-2017	Closed with non-monetary relief	Yes	No
257372300%	13-07-2017	Mortgage	Conventional home mortgage	Closing on a mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9450900%		Consent not provided	Web	13-07-2017	Closed with explanation	Yes	N/A
283232200%	4319300%	Debt collection	Credit card debt	Attempts to collect debt not owed	Debt was result of identity theft	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	NJ	840100%		Consent not provided	Web	4319300%	Closed with non-monetary relief	Yes	N/A
280830500%	4328300%	Checking or savings account	Checking account	Problem caused by your funds being low	Overdrafts and overdraft fees		Cumulus Financial	FL	3340100%		N/A	Referral	13-02-2018	Closed with monetary relief	Yes	N/A
7417500%	4115700%	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	IL	6063700%		N/A	Referral	4115700%	Closed without relief	Yes	No
282002500%	20-02-2018	Mortgage	Home equity loan or line of credit (HELOC)	Applying for a mortgage or refinancing an existing mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	TX	7503300%	Service Member	N/A	Postal mail	20-02-2018	Closed with explanation	Yes	N/A
242716500%	4301200%	Credit card	""""""	Application processing delay	""""""		Cumulus Financial	AZ			Consent provided	Web	4301200%	Closed with explanation	Yes	No
283242000%	4319300%	Credit card or prepaid card	General-purpose credit card or charge card	Fees or interest	Charged too much interest		Cumulus Financial	ME	046XX	Older American	Consent not provided	Web	4319300%	Closed with explanation	Yes	N/A
241527800%	4277000%	Credit card	""""""	Customer service / Customer relations	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	IL	615XX	Service Member	Consent provided	Web	4279800%	Closed with explanation	Yes	No
283295900%	4319300%	Mortgage	Conventional home mortgage	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	NC	279XX	Older American	Other	Web	4319300%	Closed with explanation	Yes	N/A
282031700%	20-02-2018	Checking or savings account	Checking account	Managing an account	Banking errors	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	AZ	8571800%		N/A	Phone	20-02-2018	Closed with explanation	Yes	N/A
224034600%	4256300%	Bank account or service	Other bank product/service	Deposits and withdrawals	""""""		Cumulus Financial	CA	9600200%		N/A	Referral	4259400%	Closed	Yes	No
261246600%	21-08-2017	Checking or savings account	Checking account	Managing an account	Deposits and withdrawals		Cumulus Financial	TX	7506900%		Consent not provided	Web	21-08-2017	Closed with monetary relief	Yes	N/A
264860900%	21-08-2017	Mortgage	Conventional home mortgage	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	NY	1001600%		Consent not provided	Web	21-08-2017	Closed with explanation	Yes	N/A
88795400%	4191800%	Credit card	""""""	Billing disputes	""""""		Cumulus Financial	CA	9073100%	Older American	N/A	Referral	4194900%	Closed with explanation	Yes	No
245200%	4058600%	Credit card	""""""	Closing/Cancelling account	""""""		Cumulus Financial	IL	6064500%		N/A	Referral	4058600%	Closed with relief	Yes	No
3881100%	15-05-2012	Bank account or service	Checking account	Problems caused by my funds being low	""""""		Cumulus Financial	MI	4823600%		N/A	Referral	16-05-2012	Closed with relief	Yes	No
267482900%	15-09-2017	Mortgage	Conventional home mortgage	Struggling to pay mortgage	""""""		Cumulus Financial	NV	894XX		Consent not provided	Web	15-09-2017	Closed with explanation	Yes	N/A
272770000%	4280500%	Checking or savings account	Checking account	Managing an account	Problem using a debit or ATM card		Cumulus Financial	NY	1070300%		N/A	Postal mail	13-11-2017	Closed with explanation	Yes	N/A
283680200%	4334500%	Mortgage	Home equity loan or line of credit (HELOC)	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9346100%		N/A	Referral	4328400%	Closed with explanation	Yes	N/A
281260300%	4334500%	Mortgage	VA mortgage	Trouble during payment process	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	LA	7056000%	Service Member	N/A	Referral	4343600%	Closed with non-monetary relief	Yes	N/A
272035000%	4280500%	Debt collection	Mortgage debt	Took or threatened to take negative or legal action	Seized or attempted to seize your property		Cumulus Financial	MS	3912000%		N/A	Phone	4289700%	Closed with explanation	Yes	N/A
238752100%	14-03-2017	Credit card	""""""	Delinquent account	""""""		Cumulus Financial	FL	333XX		Consent provided	Web	14-03-2017	Closed with explanation	Yes	No
280478900%	4322200%	Checking or savings account	Checking account	Closing an account	Funds not received from closed account		Cumulus Financial	NJ	886100%		N/A	Referral	4325300%	Closed with explanation	Yes	N/A
175012700%	20-01-2016	Mortgage	Conventional adjustable mortgage (ARM)	Settlement process and costs	""""""		Cumulus Financial	CA	9342000%	Older American	Consent not provided	Web	26-01-2016	Closed with explanation	Yes	Yes
102778800%	13-09-2014	Credit card	""""""	Transaction issue	""""""		Cumulus Financial	NY	1123100%		N/A	Web	18-09-2014	Closed with explanation	Yes	No
193877300%	24-05-2016	Credit card	""""""	Other	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	OH	440XX		Consent not provided	Web	24-05-2016	Closed with explanation	Yes	No
280845000%	4334500%	Credit card or prepaid card	General-purpose credit card or charge card	Problem with a purchase shown on your statement	Credit card company isn't resolving a dispute about a purchase on your statement		Cumulus Financial	NM	8710500%		Consent not provided	Web	4334500%	Closed with explanation	Yes	N/A
46211500%	19-07-2013	Mortgage	Conventional fixed mortgage	Credit decision / Underwriting	""""""		Cumulus Financial	FL	3368100%		N/A	Web	22-07-2013	Closed with explanation	Yes	Yes
242407900%	4289000%	Credit card	""""""	Billing disputes	""""""		Cumulus Financial	IL	606XX		Consent provided	Web	4289000%	Closed with explanation	Yes	No
285447500%	23-03-2018	Mortgage	Conventional home mortgage	Trouble during payment process	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CT	609600%		N/A	Referral	26-03-2018	Closed with explanation	Yes	N/A
257466400%	14-07-2017	Credit card or prepaid card	General-purpose credit card or charge card	Closing your account	Company closed your account		Cumulus Financial	CA	9355200%		N/A	Phone	14-07-2017	Closed with explanation	Yes	N/A
285486000%	23-03-2018	Checking or savings account	Checking account	Managing an account	Deposits and withdrawals		Cumulus Financial	FL	3345800%		N/A	Referral	26-03-2018	Closed with explanation	Yes	N/A
7787900%	15-05-2012	Credit card	""""""	Late fee	""""""		Cumulus Financial	CA	9461100%		N/A	Referral	15-05-2012	Closed without relief	Yes	No
8053500%	17-05-2012	Bank account or service	Checking account	Problems caused by my funds being low	""""""		Cumulus Financial	CA	9263000%		N/A	Referral	18-05-2012	Closed without relief	Yes	No
38151300%	14-04-2013	Credit card	""""""	Identity theft / Fraud / Embezzlement	""""""		Cumulus Financial	TX	7708900%		N/A	Web	13-04-2013	Closed with monetary relief	Yes	Yes
240086300%	23-03-2017	Mortgage	Conventional fixed mortgage	Credit decision / Underwriting	""""""		Cumulus Financial	AL			Consent provided	Web	23-03-2017	Closed with explanation	Yes	No
142444000%	16-06-2015	Credit card	""""""	Late fee	""""""	Company chooses not to provide a public response	Cumulus Financial	AL	351XX		Consent not provided	Web	19-06-2015	Closed with explanation	Yes	No
280254700%	4316100%	Credit card or prepaid card	General-purpose credit card or charge card	Fees or interest	Problem with fees		Cumulus Financial	TX	787XX	Service Member	Consent provided	Web	4316100%	Closed with explanation	Yes	N/A
